timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, motor1, motor2, motor3, motor4, voltage, roll rate, pitch rate, yaw rate
389449, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, -0.10437141358852386, -2.2143752574920654, 0.06957748532295227, 0.009560916693932832, 0.43056543524141944, -1.5382133648715002, 0, 0, 0, 0, 0, 0, 0, 0
389459, -0.0003816651296801865, -0.0020303104538470507, 0.0004953817115165293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10438495129346848, -2.2143776416778564, 0.06960766762495041, 0.00424910436947352, 0.4315880150495559, -1.5591703542265174, 9362.0, 34078.0, 35388.0, 9362.0, 7.636364459991455, -0.014582160860300064, 0.23705518245697021, 0.24802814424037933
389469, -0.0010980371152982116, -0.0023573089856654406, 0.0019543508533388376, 0.0, 0.0, 4.2974716052412987e-07, 3.0455125088479917e-09, 5.725326324146351e-10, 8.594495739089325e-05, -0.10434640198945999, -2.2143454551696777, 0.06957044452428818, 0.008909955118917465, 0.4371865346236632, -1.5482778660877512, 9362.0, 34078.0, 35388.0, 9362.0, 7.616529941558838, 0.10410472750663757, 0.01754465326666832, -0.12582944333553314
389479, -0.00047845844528637826, -0.001701084547676146, 0.0009564537322148681, 1.7421678322193657e-08, 3.2751401590758178e-09, 1.5729456208646297e-06, 3.481599378574174e-06, 6.552584181918064e-07, 0.00014307568199001253, -0.10433187335729599, -2.2143757343292236, 0.06957697123289108, 0.003971147082800454, 0.39986437470244596, -1.545132107404046, 9362.0, 34078.0, 35388.0, 9362.0, 7.616529941558838, -0.129676952958107, 0.0625225082039833, 0.1397387981414795
389489, -0.0014255744172260165, -0.004545385949313641, 0.000980178127065301, 7.242655186701086e-08, 1.9232547998626615e-08, 3.213179297745228e-06, 7.518924121541204e-06, 2.535695330152521e-06, 0.000185369499376975, -0.10434430837631226, -2.214346170425415, 0.06956399977207184, 0.006112483966965332, 0.4306837485285371, -1.5496855274986057, 9362.0, 34078.0, 35388.0, 9362.0, 7.616529941558838, 0.011435470543801785, 0.15903231501579285, -0.042191989719867706
389499, -0.002393232425674796, -0.0065599228255450726, 0.0007788951625116169, 1.6218999121520028e-07, 4.868898884069495e-08, 5.454756319522858e-06, 1.0437633136461955e-05, 3.3568830986041576e-06, 0.00026333960704505444, -0.1043345183134079, -2.214343547821045, 0.06958438456058502, 0.008668510355602057, 0.4409984181191078, -1.5508155715289929, 9362.0, 34078.0, 35388.0, 9362.0, 7.616529941558838, -0.1161835789680481, 0.47525545954704285, 0.4239397644996643
389509, -0.003030244493857026, -0.00879666581749916, 0.002971865003928542, 3.0544947549060453e-07, 9.445349036241169e-08, 7.721944712102413e-06, 1.8211707356385887e-05, 5.794758635602193e-06, 0.0001904857053887099, -0.1043357253074646, -2.214357376098633, 0.06957309693098068, 0.0028392775289311765, 0.4397990362999735, -1.544182775795305, 9362.0, 34078.0, 35388.0, 9362.0, 7.616529941558838, -0.05557321757078171, -0.23874397575855255, -0.32018789649009705
389519, -0.003188036847859621, -0.007472767494618893, 0.00025517880567349494, 5.438068910734728e-07, 1.7291986864620412e-07, 1.0343501344323158e-05, 2.9465230909409e-05, 9.900544682750478e-06, 0.00033421904663555324, -0.10434941947460175, -2.2143561840057373, 0.06956794112920761, 0.006269506449279969, 0.43953776589020777, -1.5472011408866069, 9362.0, 34078.0, 35388.0, 9362.0, 7.616529941558838, -0.09624550491571426, -0.022074544802308083, 0.05216706916689873
389529, -0.004030823241919279, -0.00798233412206173, 0.0004923043888993561, 9.139887424680637e-07, 2.9794779266012483e-07, 1.5143828932195902e-05, 4.4564640120370314e-05, 1.510512811364606e-05, 0.0006262495298869908, -0.1043785959482193, -2.21437406539917, 0.06957846134901047, -0.0004160512090062966, 0.43812256566044994, -1.542693232999553, 9362.0, 34078.0, 35388.0, 9362.0, 7.616529941558838, 0.09113595634698868, 0.1937737762928009, 0.16714425384998322
389539, -0.0031480276957154274, -0.009562556631863117, 0.0014721933985128999, 1.4237730283639394e-06, 4.7636194722144864e-07, 2.2669904865324497e-05, 5.7394467148697004e-05, 2.0581479475367814e-05, 0.0008793594897724688, -0.10433754324913025, -2.214352607727051, 0.06955455243587494, 0.009958471903668359, 0.4364936093087124, -1.550128094438924, 9362.0, 34078.0, 35388.0, 9362.0, 7.616529941558838, 0.0037814565002918243, 0.2731638550758362, 0.1263127624988556
