timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, motor1, motor2, motor3, motor4, voltage, roll rate, pitch rate, yaw rate
401049, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
401059, 0.0005938365939073265, -0.0022338861599564552, 0.000497230386827141, 0.0, 0.0, 2.439483068883419e-07, 1.9022605712848417e-09, -5.056615681731103e-10, 4.878988329437561e-05, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, -0.020530585199594498, 0.46789637207984924, 0.00646729301661253
401069, -7.921805809019133e-05, -0.006542330142110586, 0.001750620431266725, 1.9141916496323574e-08, -5.088331089808662e-09, 7.029157131910324e-07, 3.82609596272232e-06, -1.017140448311693e-06, 4.3378495320212096e-05, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, -0.10009805113077164, 0.015406079590320587, -0.25122860074043274
401079, -0.0003287451690994203, -0.008141277357935905, 0.0020493539050221443, 1.1347606232448015e-07, -1.4579059737229727e-08, 1.708103809505701e-06, 1.5043932762637269e-05, -8.804472031442856e-07, 0.00015805444854777306, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, -0.19909928739070892, -0.32848188281059265, 0.05594518408179283
401089, -0.0018512081587687135, -0.007281824946403503, 0.0010599090019240975, 3.336583063173748e-07, -2.0564815628176802e-08, 3.617315087467432e-06, 2.89915351459058e-05, -3.1518777632300043e-07, 0.00022418862499762326, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, -0.036032237112522125, 0.23468691110610962, 0.039387866854667664
401099, -0.0017712627304717898, -0.006669813301414251, 7.584859122289345e-05, 6.859942232040339e-07, -7.846744587425292e-09, 6.5059284679591656e-06, 4.147431900491938e-05, 2.8584065603354247e-06, 0.00035393305006437004, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.014866511337459087, 0.19969749450683594, 0.14953133463859558
401109, -0.0006906432099640369, -0.00940227136015892, -0.0006183241493999958, 1.1578624707908602e-06, 3.5907742557128586e-08, 1.0266725439578295e-05, 5.2901505114277825e-05, 5.891509772482095e-06, 0.0003986263764090836, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.03742845356464386, 0.1592705398797989, 0.04985163360834122
401119, -7.28980521671474e-05, -0.011116820387542248, 0.00043495584395714104, 1.7674872196948854e-06, 1.0074313649965916e-07, 1.4972698409110308e-05, 6.902773748151958e-05, 7.07430854163249e-06, 0.0005429681041277945, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.051731280982494354, -0.20628602802753448, 0.011231604032218456
401129, 0.0006579291075468063, -0.009652169421315193, -0.001972259022295475, 2.5529664071655134e-06, 1.7211121416949027e-07, 2.0568957552313805e-05, 8.806724508758634e-05, 7.198078947112663e-06, 0.0005766776157543063, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.13445332646369934, -0.01476720068603754, -0.07494775205850601
401139, 0.0011974443914368749, -0.008469240739941597, -0.0027286477852612734, 3.5161972391506424e-06, 2.38461666413059e-07, 2.5906949304044247e-05, 0.00010458067845320329, 6.072595624573296e-06, 0.0004913219017907977, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.08041892945766449, -0.26361018419265747, -0.08155734091997147
401149, 0.001103361719287932, -0.008003690280020237, -0.002654262585565448, 4.63444030174287e-06, 2.889425445573579e-07, 3.0364724807441235e-05, 0.0001190686525660567, 4.023453129775589e-06, 0.0004006345116067678, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, -0.1198560893535614, 0.12507924437522888, -0.06358914822340012
401159, 0.0006780074327252805, -0.0070956130512058735, -0.0035068371798843145, 5.893642992305104e-06, 3.1972848546502064e-07, 3.4356489777565e-05, 0.00013277186371851712, 2.1335108613129705e-06, 0.00039811545866541564, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, -0.25068193674087524, 0.15968972444534302, -0.08067795634269714
401169, 0.00021206845121923834, -0.007452455349266529, -0.0032665228936821222, 7.2820635068637785e-06, 3.3525958542668377e-07, 3.799790283665061e-05, 0.0001449118717573583, 9.72210727923084e-07, 0.0003305534482933581, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, -0.08364691585302353, 0.053228214383125305, 0.055279240012168884
401179, 0.0004638478858396411, -0.008041306398808956, -0.0023360673803836107, 8.794947461865377e-06, 3.4316352071073197e-07, 4.1044841054826975e-05, 0.00015766447177156806, 6.090108968237473e-07, 0.0002792220620904118, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.20173852145671844, 0.2688707709312439, 0.17081491649150848
401189, 0.0009189011179842055, -0.009744714014232159, -0.0009221328073181212, 1.044040618580766e-05, 3.4528139281064796e-07, 4.3651030864566565e-05, 0.00017142623255494982, -1.8480260166597873e-07, 0.00024240180209744722, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, -0.04693334177136421, 0.11966013163328171, 0.19011007249355316
401199, 0.0009664380340836942, -0.01257399283349514, 0.0005054845241829753, 1.2238199815328699e-05, 3.3555522804817883e-07, 4.671374335885048e-05, 0.0001881389325717464, -1.760123836902494e-06, 0.00037054269341751933, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.04370177164673805, 0.21890397369861603, -0.26037803292274475
401209, 0.0013753053499385715, -0.013461723923683167, -0.0014354983577504754, 1.4227095562091563e-05, 3.0969198405728093e-07, 4.979223012924194e-05, 0.00020963826682418585, -3.412359546928201e-06, 0.00024554491392336786, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, -0.2743494510650635, -0.007247458677738905, 0.0433659628033638
401219, 0.0012948729563504457, -0.01233035046607256, -0.0008081385749392211, 1.6438692910014652e-05, 2.637946181494044e-07, 5.212740506976843e-05, 0.00023268183576874435, -5.766894446423976e-06, 0.00022189150331541896, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.07943663001060486, 0.02944357320666313, 0.3836057484149933
401229, 0.00021178531460464, -0.01308099552989006, 0.0012307062279433012, 1.887116741272621e-05, 1.9502866166476451e-07, 5.480326944962144e-05, 0.00025381441810168326, -7.983810974110384e-06, 0.000313673255732283, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.06694212555885315, 0.18467332422733307, -0.3871298134326935
401239, 0.0012354162754490972, -0.013770075514912605, 0.0005102473660372198, 2.1521307644434273e-05, 1.1337971272951108e-07, 5.799083737656474e-05, 0.00027621377375908196, -8.346449249074794e-06, 0.000324220338370651, 0, 0, 0, 0, 0, 0, 9362.0, 34078.0, 35388.0, 9362.0, 7.9537200927734375, 0.1870669424533844, 0.5149737000465393, 0.4711245000362396
